AccessionID,reason,collection_date,lineage
EPI_ISL_3277375,wastewater_or_cell_passaged,2020-11-09,B.1.258
EPI_ISL_3277376,wastewater_or_cell_passaged,2020-11-10,B.1.160
EPI_ISL_3277377,wastewater_or_cell_passaged,2020-11-09,B.1.177
EPI_ISL_3277378,wastewater_or_cell_passaged,2020-11-09,B.1.258
EPI_ISL_3279413,wastewater_or_cell_passaged,2021-06-15,AY.23
EPI_ISL_3279414,wastewater_or_cell_passaged,2021-06-14,AY.23
EPI_ISL_3305811,wastewater_or_cell_passaged,2020-10-21,B.1
EPI_ISL_3305812,wastewater_or_cell_passaged,2020-10-21,B.1
EPI_ISL_3305813,wastewater_or_cell_passaged,2020-10-09,B.1.1.1
EPI_ISL_3305816,wastewater_or_cell_passaged,2020-10-12,B.1.1.1
EPI_ISL_3305818,wastewater_or_cell_passaged,2020-10-13,B.1.177
EPI_ISL_3305819,wastewater_or_cell_passaged,2020-10-13,B.1.177
EPI_ISL_3305820,wastewater_or_cell_passaged,2020-10-12,B.1.1.1
EPI_ISL_3305821,wastewater_or_cell_passaged,2020-10-13,B.1.177
EPI_ISL_3305822,wastewater_or_cell_passaged,2020-10-12,B.1.177
EPI_ISL_3305823,wastewater_or_cell_passaged,2020-10-13,B.1.177
EPI_ISL_3305824,wastewater_or_cell_passaged,2020-10-21,B.1
EPI_ISL_3305825,wastewater_or_cell_passaged,2020-10-21,B.1
EPI_ISL_3305826,wastewater_or_cell_passaged,2020-10-22,B.1.1.232
EPI_ISL_3305828,wastewater_or_cell_passaged,2020-10-20,B.1.160
EPI_ISL_3305829,wastewater_or_cell_passaged,2020-10-21,B.1
EPI_ISL_3305830,wastewater_or_cell_passaged,2020-10-21,B.1.177
EPI_ISL_3305832,wastewater_or_cell_passaged,2020-11-12,B.1.160
EPI_ISL_3305833,wastewater_or_cell_passaged,2020-11-10,B.1.221
EPI_ISL_3305834,wastewater_or_cell_passaged,2020-11-10,B.1.177
EPI_ISL_3305835,wastewater_or_cell_passaged,2020-12-23,B.1.221
EPI_ISL_3305837,wastewater_or_cell_passaged,2020-12-29,B.1.177
EPI_ISL_3305838,wastewater_or_cell_passaged,2020-12-28,B.1.177
EPI_ISL_3305839,wastewater_or_cell_passaged,2020-12-23,B.1.177
EPI_ISL_3305840,wastewater_or_cell_passaged,2020-12-23,B.1.177
EPI_ISL_3305841,wastewater_or_cell_passaged,2020-12-28,B.1.177
EPI_ISL_3342900,wastewater_or_cell_passaged,2021-05-13,B.1.617.2
EPI_ISL_3403750,wastewater_or_cell_passaged,2021-04-09,B.1.351
EPI_ISL_3411836,wastewater_or_cell_passaged,2021-06-17,AY.69
EPI_ISL_3431974,wastewater_or_cell_passaged,2021-06-11,B.1.617.2
EPI_ISL_3541222,wastewater_or_cell_passaged,2020-08-22,B
EPI_ISL_3541223,wastewater_or_cell_passaged,2020-12-24,B.1.1.284
EPI_ISL_3541224,wastewater_or_cell_passaged,2020-12-24,B.1.1.284
EPI_ISL_3541225,wastewater_or_cell_passaged,2020-12-25,B.1.1.284
EPI_ISL_3541232,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541233,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541234,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541235,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541236,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541237,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541238,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541239,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541240,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541241,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541242,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541243,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541244,wastewater_or_cell_passaged,2021-07-05,AY.29
EPI_ISL_3541245,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_3541246,wastewater_or_cell_passaged,2021-07-05,AY.29
EPI_ISL_3541247,wastewater_or_cell_passaged,2021-07-18,AY.29
EPI_ISL_3541248,wastewater_or_cell_passaged,2021-07-18,B.1.1.7
EPI_ISL_3541249,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3541250,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3541251,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3541252,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3541253,wastewater_or_cell_passaged,2021-06-28,B.1.617.2
EPI_ISL_3541254,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3541255,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_3642575,wastewater_or_cell_passaged,2021-03-23,B.1.619
EPI_ISL_3642588,wastewater_or_cell_passaged,2021-08-04,P.1.15
EPI_ISL_3758961,wastewater_or_cell_passaged,2021-03-06,B.1.1.7
EPI_ISL_3776297,Alpha before Jul 2020,2020-03-20,B.1.1.7
EPI_ISL_3828021,wastewater_or_cell_passaged,2021-03-15,B.1.637
EPI_ISL_3838266,wastewater_or_cell_passaged,2020-01-28,B.1
EPI_ISL_3944428,wastewater_or_cell_passaged,2021-02-19,B.1.1.348
EPI_ISL_3944429,wastewater_or_cell_passaged,2021-02-13,B.1.429
EPI_ISL_3979387,wastewater_or_cell_passaged,2021-07-02,AY.46
EPI_ISL_4056004,wastewater_or_cell_passaged,2021-05-07,B.1.351
EPI_ISL_4056005,wastewater_or_cell_passaged,2021-05-12,B.1.351
EPI_ISL_4056006,wastewater_or_cell_passaged,2021-05-12,B.1.351
EPI_ISL_4056007,wastewater_or_cell_passaged,2021-05-12,B.1.524
EPI_ISL_4056008,wastewater_or_cell_passaged,2021-05-12,B.1.351
EPI_ISL_4056009,wastewater_or_cell_passaged,2021-05-27,B.1.466.2
EPI_ISL_4056010,wastewater_or_cell_passaged,2021-05-28,B.1.466.2
EPI_ISL_4056011,wastewater_or_cell_passaged,2021-06-02,B.1.466.2
EPI_ISL_4056012,wastewater_or_cell_passaged,2021-06-02,B.1.466.2
EPI_ISL_4056013,wastewater_or_cell_passaged,2021-06-11,AY.24
EPI_ISL_4056014,wastewater_or_cell_passaged,2021-06-11,AY.24
EPI_ISL_4056015,wastewater_or_cell_passaged,2021-06-17,AY.24
EPI_ISL_4072078,wastewater_or_cell_passaged,2020-10-05,B.1.1.284
EPI_ISL_4072079,wastewater_or_cell_passaged,2020-10-05,B.1.1.284
EPI_ISL_4072080,wastewater_or_cell_passaged,2020-10-07,B.1.1.284
EPI_ISL_4072081,wastewater_or_cell_passaged,2020-10-09,B.1.1.284
EPI_ISL_4072082,wastewater_or_cell_passaged,2020-10-13,B.1.1.214
EPI_ISL_4072083,wastewater_or_cell_passaged,2020-10-23,B.1.1.284
EPI_ISL_4072084,wastewater_or_cell_passaged,2020-10-26,B.1.1.284
EPI_ISL_4072085,wastewater_or_cell_passaged,2020-10-28,B.1.1.284
EPI_ISL_4072086,wastewater_or_cell_passaged,2020-11-02,B.1.1.214
EPI_ISL_4072087,wastewater_or_cell_passaged,2020-11-09,B.1.1.214
EPI_ISL_4072088,wastewater_or_cell_passaged,2020-11-09,B.1.1.284
EPI_ISL_4072089,wastewater_or_cell_passaged,2020-11-13,B.1.1.284
EPI_ISL_4072091,wastewater_or_cell_passaged,2020-11-16,B.1.1.284
EPI_ISL_4072092,wastewater_or_cell_passaged,2020-11-13,B.1.1.214
EPI_ISL_4072093,wastewater_or_cell_passaged,2020-11-16,B.1.1.214
EPI_ISL_4072094,wastewater_or_cell_passaged,2020-11-18,B.1.1.284
EPI_ISL_4072095,wastewater_or_cell_passaged,2020-11-23,B.1.1.214
EPI_ISL_4072096,wastewater_or_cell_passaged,2020-11-20,B.1.1.284
EPI_ISL_4072097,wastewater_or_cell_passaged,2020-11-24,B.1.1.284
EPI_ISL_4072098,wastewater_or_cell_passaged,2020-11-26,B.1.1.214
EPI_ISL_4072099,wastewater_or_cell_passaged,2020-11-27,B.1.1.214
EPI_ISL_4072100,wastewater_or_cell_passaged,2020-12-02,B.1.1.214
EPI_ISL_4072101,wastewater_or_cell_passaged,2020-12-09,B.1.1.214
EPI_ISL_4072102,wastewater_or_cell_passaged,2020-12-12,B.1.1.214
EPI_ISL_4072103,wastewater_or_cell_passaged,2020-12-16,B.1.1.214
EPI_ISL_4072104,wastewater_or_cell_passaged,2020-12-15,B.1.1.214
EPI_ISL_4072105,wastewater_or_cell_passaged,2020-12-16,B.1.1.284
EPI_ISL_4072106,wastewater_or_cell_passaged,2020-12-23,B.1.1.284
EPI_ISL_4072107,wastewater_or_cell_passaged,2020-12-22,B.1.1.214
EPI_ISL_4072108,wastewater_or_cell_passaged,2020-12-24,B.1.1.214
EPI_ISL_4072109,wastewater_or_cell_passaged,2020-12-24,B.1.1.214
EPI_ISL_4072110,wastewater_or_cell_passaged,2020-12-28,B.1.1.214
EPI_ISL_4072111,wastewater_or_cell_passaged,2020-12-28,B.1.1.214
EPI_ISL_4072112,wastewater_or_cell_passaged,2020-12-31,B.1.1.214
EPI_ISL_4072113,wastewater_or_cell_passaged,2020-12-29,B.1.1.214
EPI_ISL_4072114,wastewater_or_cell_passaged,2021-01-07,B.1.1.214
EPI_ISL_4072115,wastewater_or_cell_passaged,2021-01-03,B.1.1.214
EPI_ISL_4072116,wastewater_or_cell_passaged,2021-01-13,B.1.1.214
EPI_ISL_4072117,wastewater_or_cell_passaged,2021-01-19,B.1.1.214
EPI_ISL_4072118,wastewater_or_cell_passaged,2021-01-25,B.1.1.214
EPI_ISL_4072119,wastewater_or_cell_passaged,2021-02-26,B.1.1.214
EPI_ISL_4072120,wastewater_or_cell_passaged,2021-03-22,B.1.1.214
EPI_ISL_4072121,wastewater_or_cell_passaged,2021-03-29,B.1.1.214
EPI_ISL_4072122,wastewater_or_cell_passaged,2021-01-08,R.1
EPI_ISL_4072123,wastewater_or_cell_passaged,2021-01-12,R.1
EPI_ISL_4072124,wastewater_or_cell_passaged,2021-02-01,R.1
EPI_ISL_4072125,wastewater_or_cell_passaged,2021-02-17,R.1
EPI_ISL_4072126,wastewater_or_cell_passaged,2021-03-04,R.1
EPI_ISL_4072127,wastewater_or_cell_passaged,2021-03-18,R.1
EPI_ISL_4072128,wastewater_or_cell_passaged,2021-03-30,R.1
EPI_ISL_4072129,wastewater_or_cell_passaged,2021-04-12,R.1
EPI_ISL_4072130,wastewater_or_cell_passaged,2021-04-22,R.1
EPI_ISL_4072131,wastewater_or_cell_passaged,2021-05-12,R.1
EPI_ISL_4072132,wastewater_or_cell_passaged,2020-12-21,B.1.1.214
EPI_ISL_4072133,wastewater_or_cell_passaged,2021-03-08,B.1.1.7
EPI_ISL_4072134,wastewater_or_cell_passaged,2021-03-15,B.1.1.7
EPI_ISL_4072135,wastewater_or_cell_passaged,2021-04-02,B.1.1.7
EPI_ISL_4072136,wastewater_or_cell_passaged,2020-12-28,B.1.1.7
EPI_ISL_4072137,wastewater_or_cell_passaged,2021-01-22,B.1.1.7
EPI_ISL_4072138,wastewater_or_cell_passaged,2021-04-06,B.1.1.7
EPI_ISL_4072139,wastewater_or_cell_passaged,2021-04-11,B.1.1.7
EPI_ISL_407214,wastewater_or_cell_passaged,2020-01-25,A
EPI_ISL_4072141,wastewater_or_cell_passaged,2021-04-16,B.1.1.7
EPI_ISL_4072142,wastewater_or_cell_passaged,2021-04-21,B.1.1.7
EPI_ISL_4072143,wastewater_or_cell_passaged,2021-04-22,B.1.1.7
EPI_ISL_4072144,wastewater_or_cell_passaged,2021-04-26,B.1.1.7
EPI_ISL_4072145,wastewater_or_cell_passaged,2021-04-27,B.1.1.7
EPI_ISL_4072146,wastewater_or_cell_passaged,2021-04-27,B.1.1.7
EPI_ISL_4072147,wastewater_or_cell_passaged,2021-04-28,B.1.1.7
EPI_ISL_4072148,wastewater_or_cell_passaged,2021-04-30,B.1.1.7
EPI_ISL_4072149,wastewater_or_cell_passaged,2021-04-29,B.1.1.7
EPI_ISL_4072150,wastewater_or_cell_passaged,2021-05-03,B.1.1.7
EPI_ISL_4072151,wastewater_or_cell_passaged,2021-05-03,B.1.1.7
EPI_ISL_4072152,wastewater_or_cell_passaged,2021-05-04,B.1.1.7
EPI_ISL_4072153,wastewater_or_cell_passaged,2021-05-10,B.1.1.7
EPI_ISL_4072154,wastewater_or_cell_passaged,2021-05-10,B.1.1.7
EPI_ISL_4072155,wastewater_or_cell_passaged,2021-05-10,B.1.1.7
EPI_ISL_4072156,wastewater_or_cell_passaged,2021-05-12,B.1.1.7
EPI_ISL_4072157,wastewater_or_cell_passaged,2021-05-13,B.1.1.7
EPI_ISL_4072158,wastewater_or_cell_passaged,2021-05-14,B.1.1.7
EPI_ISL_4072159,wastewater_or_cell_passaged,2021-05-01,B.1.1.7
EPI_ISL_4169856,wastewater_or_cell_passaged,2020-10-11,B.1.438
EPI_ISL_4169857,wastewater_or_cell_passaged,2020-12-20,B.1.1.7
EPI_ISL_4169885,wastewater_or_cell_passaged,2021-01-15,B.1.351
EPI_ISL_4169886,wastewater_or_cell_passaged,2021-03-04,P.1
EPI_ISL_4169984,wastewater_or_cell_passaged,2021-05-05,B.1.617.2
EPI_ISL_4169986,wastewater_or_cell_passaged,2021-05-05,B.1.617.2
EPI_ISL_4172121,wastewater_or_cell_passaged,2021-06-23,AY.122
EPI_ISL_4236051,wastewater_or_cell_passaged,2021-02-21,B.1.351
EPI_ISL_4269998,wastewater_or_cell_passaged,2021-06-05,B.1.1.7
EPI_ISL_4269999,wastewater_or_cell_passaged,2021-06-08,R.1
EPI_ISL_4270000,wastewater_or_cell_passaged,2021-06-10,B.1.1.7
EPI_ISL_4270001,wastewater_or_cell_passaged,2021-06-11,B.1.1.7
EPI_ISL_4270002,wastewater_or_cell_passaged,2021-06-15,B.1.1.7
EPI_ISL_4270003,wastewater_or_cell_passaged,2021-06-18,B.1.1.7
EPI_ISL_4270004,wastewater_or_cell_passaged,2021-06-18,B.1.1.7
EPI_ISL_4270005,wastewater_or_cell_passaged,2021-06-20,B.1.1.7
EPI_ISL_4270006,wastewater_or_cell_passaged,2021-06-23,AY.29
EPI_ISL_4270007,wastewater_or_cell_passaged,2021-06-25,AY.29
EPI_ISL_4270008,wastewater_or_cell_passaged,2021-07-02,B.1.1.7
EPI_ISL_4270009,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_4270010,wastewater_or_cell_passaged,2021-07-03,B.1.1.7
EPI_ISL_4270011,wastewater_or_cell_passaged,2021-07-05,B.1.1.7
EPI_ISL_4270012,wastewater_or_cell_passaged,2021-07-06,AY.29
EPI_ISL_4270013,wastewater_or_cell_passaged,2021-07-12,B.1.1.7
EPI_ISL_4270014,wastewater_or_cell_passaged,2021-07-13,AY.29
EPI_ISL_4270015,wastewater_or_cell_passaged,2021-07-14,B.1.1.7
EPI_ISL_4270016,wastewater_or_cell_passaged,2021-07-15,AY.29
EPI_ISL_4270017,wastewater_or_cell_passaged,2021-01-28,B.1.1.214
EPI_ISL_4270018,wastewater_or_cell_passaged,2021-01-28,B.1.1.214
EPI_ISL_4270019,wastewater_or_cell_passaged,2021-02-01,R.1
EPI_ISL_4270020,wastewater_or_cell_passaged,2021-04-26,B.1.1.7
EPI_ISL_4270021,wastewater_or_cell_passaged,2021-05-14,B.1.1.7
EPI_ISL_4270022,wastewater_or_cell_passaged,2021-05-18,B.1.1.7
EPI_ISL_4270023,wastewater_or_cell_passaged,2021-05-20,B.1.617.2
EPI_ISL_4270024,wastewater_or_cell_passaged,2021-05-21,B.1.1.7
EPI_ISL_4270025,wastewater_or_cell_passaged,2021-05-21,B.1.1.7
EPI_ISL_4270026,wastewater_or_cell_passaged,2021-05-24,B.1.1.7
EPI_ISL_4270027,wastewater_or_cell_passaged,2021-05-24,B.1.1.7
EPI_ISL_4270028,wastewater_or_cell_passaged,2021-05-25,B.1.1.7
EPI_ISL_4270029,wastewater_or_cell_passaged,2021-05-28,B.1.1.7
EPI_ISL_4270030,wastewater_or_cell_passaged,2021-05-28,B.1.1.7
EPI_ISL_4270031,wastewater_or_cell_passaged,2021-05-29,B.1.1.7
EPI_ISL_4270032,wastewater_or_cell_passaged,2021-05-31,B.1.1.7
EPI_ISL_428970,wastewater_or_cell_passaged,2020-03-11,B.1
EPI_ISL_428971,wastewater_or_cell_passaged,2020-03-11,B.1
EPI_ISL_428972,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428973,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428974,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428975,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428976,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428977,wastewater_or_cell_passaged,2020-03-11,B.1.1
EPI_ISL_428978,wastewater_or_cell_passaged,2020-03-13,B.1.1
EPI_ISL_428979,wastewater_or_cell_passaged,2020-03-13,B.1.1
EPI_ISL_428980,wastewater_or_cell_passaged,2020-03-13,B.1
EPI_ISL_428981,wastewater_or_cell_passaged,2020-03-13,B.1
EPI_ISL_428982,wastewater_or_cell_passaged,2020-03-19,B.1.1
EPI_ISL_428983,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_428984,wastewater_or_cell_passaged,2020-03-20,B.1.1
EPI_ISL_428985,wastewater_or_cell_passaged,2020-03-16,B.1
EPI_ISL_428986,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_428987,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_428988,wastewater_or_cell_passaged,2020-04-01,B.1
EPI_ISL_428989,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_429087,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_429106,wastewater_or_cell_passaged,2020-03-16,B.1.1.1
EPI_ISL_429107,wastewater_or_cell_passaged,2020-03-16,B.1.1
EPI_ISL_429108,wastewater_or_cell_passaged,2020-03-20,B.55
EPI_ISL_429109,wastewater_or_cell_passaged,2020-03-22,B.1
EPI_ISL_429110,wastewater_or_cell_passaged,2020-03-20,B.1
EPI_ISL_429111,wastewater_or_cell_passaged,2020-03-20,B.1.1
EPI_ISL_429112,wastewater_or_cell_passaged,2020-03-22,B.1.1
EPI_ISL_429113,wastewater_or_cell_passaged,2020-03-20,B.1.1
EPI_ISL_429114,wastewater_or_cell_passaged,2020-03-22,B.1.1
EPI_ISL_429115,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_429116,wastewater_or_cell_passaged,2020-03-25,B.1.1
EPI_ISL_429117,wastewater_or_cell_passaged,2020-03-23,B.1
EPI_ISL_429118,wastewater_or_cell_passaged,2020-03-23,A
EPI_ISL_429119,wastewater_or_cell_passaged,2020-03-27,B.1.1
EPI_ISL_429120,wastewater_or_cell_passaged,2020-03-24,B.1.1
EPI_ISL_429121,wastewater_or_cell_passaged,2020-03-24,B
EPI_ISL_429122,wastewater_or_cell_passaged,2020-03-23,A
EPI_ISL_429123,wastewater_or_cell_passaged,2020-03-29,B.1
EPI_ISL_429124,wastewater_or_cell_passaged,2020-03-23,B.1
EPI_ISL_429125,wastewater_or_cell_passaged,2020-03-23,B.1
EPI_ISL_429126,wastewater_or_cell_passaged,2020-03-22,B.1.1
EPI_ISL_429127,wastewater_or_cell_passaged,2020-03-23,B.1
EPI_ISL_429130,wastewater_or_cell_passaged,2020-03-27,B.1.1
EPI_ISL_429131,wastewater_or_cell_passaged,2020-04-01,B.1.1
EPI_ISL_429132,wastewater_or_cell_passaged,2020-03-25,B.1
EPI_ISL_429133,wastewater_or_cell_passaged,2020-03-26,B.1
EPI_ISL_429134,wastewater_or_cell_passaged,2020-04-01,B.1.1
EPI_ISL_429135,wastewater_or_cell_passaged,2020-03-27,B.1
EPI_ISL_429136,wastewater_or_cell_passaged,2020-03-27,B.1.1
EPI_ISL_429137,wastewater_or_cell_passaged,2020-03-30,B.1.1
EPI_ISL_429138,wastewater_or_cell_passaged,2020-03-25,B.1
EPI_ISL_429139,wastewater_or_cell_passaged,2020-03-26,B.1.9
EPI_ISL_429140,wastewater_or_cell_passaged,2020-03-24,B.1.1
EPI_ISL_429141,wastewater_or_cell_passaged,2020-03-27,B.1.1
EPI_ISL_429142,wastewater_or_cell_passaged,2020-03-30,B.1.1
EPI_ISL_429143,wastewater_or_cell_passaged,2020-03-30,B.1.1
EPI_ISL_429144,wastewater_or_cell_passaged,2020-03-19,B.1
EPI_ISL_429145,wastewater_or_cell_passaged,2020-03-30,B.1.1
EPI_ISL_429146,wastewater_or_cell_passaged,2020-03-27,B.1
EPI_ISL_429147,wastewater_or_cell_passaged,2020-03-28,B.1
EPI_ISL_4345139,wastewater_or_cell_passaged,2021-02-25,P.1
EPI_ISL_4345140,wastewater_or_cell_passaged,2021-01-12,B.1.1.7
EPI_ISL_4345141,wastewater_or_cell_passaged,2021-01-12,B.1.351
EPI_ISL_4345142,wastewater_or_cell_passaged,2020-03-27,B.1.1
EPI_ISL_4348324,wastewater_or_cell_passaged,2021-04-27,R.1
EPI_ISL_4397068,wastewater_or_cell_passaged,2021-07-14,AY.70
EPI_ISL_4418864,wastewater_or_cell_passaged,2021-01-25,B.1.1.33
EPI_ISL_4418865,wastewater_or_cell_passaged,2021-01-25,B.1.1.33
EPI_ISL_4515846,wastewater_or_cell_passaged,2021-06-22,AY.36
EPI_ISL_4515902,wastewater_or_cell_passaged,2021-07-20,AY.122
EPI_ISL_4536228,wastewater_or_cell_passaged,2021-04-06,B.1.617.2
EPI_ISL_4536454,wastewater_or_cell_passaged,2021-01-21,Q.7
EPI_ISL_4536760,wastewater_or_cell_passaged,2021-03-21,P.1
EPI_ISL_4536996,wastewater_or_cell_passaged,2021-01-21,B.1.1.7
EPI_ISL_4537460,wastewater_or_cell_passaged,2021-01-21,A.27
EPI_ISL_4537598,wastewater_or_cell_passaged,2020-03-10,B.1
EPI_ISL_4537783,wastewater_or_cell_passaged,2020-03-01,B.1
EPI_ISL_4572812,wastewater_or_cell_passaged,2021-05-10,AY.122
EPI_ISL_4710656,wastewater_or_cell_passaged,2020-12-03,B.1.1.284
EPI_ISL_4710659,wastewater_or_cell_passaged,2021-05-15,B.1.1.7
EPI_ISL_4710662,wastewater_or_cell_passaged,2021-05-15,B.1.1.7
EPI_ISL_4710664,wastewater_or_cell_passaged,2021-06-09,B.1.1.7
EPI_ISL_4710666,wastewater_or_cell_passaged,2021-06-09,B.1.1.7
EPI_ISL_4710667,wastewater_or_cell_passaged,2021-06-10,B.1.1.7
EPI_ISL_4710671,wastewater_or_cell_passaged,2021-04-10,B.1.1.7
EPI_ISL_4710674,wastewater_or_cell_passaged,2021-06-19,AY.29
EPI_ISL_4710677,wastewater_or_cell_passaged,2021-06-18,B.1.1.7
EPI_ISL_4710678,wastewater_or_cell_passaged,2021-06-30,B.1.1.7
EPI_ISL_4710680,wastewater_or_cell_passaged,2021-07-05,AY.29
EPI_ISL_4710682,wastewater_or_cell_passaged,2021-06-26,B.1.1.7
EPI_ISL_4710683,wastewater_or_cell_passaged,2021-06-25,AY.23
EPI_ISL_4710685,wastewater_or_cell_passaged,2021-06-24,B.1.1.7
EPI_ISL_4710686,wastewater_or_cell_passaged,2021-07-07,B.1.1.7
EPI_ISL_4710688,wastewater_or_cell_passaged,2021-07-06,B.1.1.7
EPI_ISL_4710691,wastewater_or_cell_passaged,2021-06-28,B.1.1.7
EPI_ISL_4710694,wastewater_or_cell_passaged,2021-06-22,B.1.1.7
EPI_ISL_4710696,wastewater_or_cell_passaged,2021-07-13,B.1.1.7
EPI_ISL_4710699,wastewater_or_cell_passaged,2021-07-10,AY.75.3
EPI_ISL_4710702,wastewater_or_cell_passaged,2021-07-15,AY.29
EPI_ISL_4710704,wastewater_or_cell_passaged,2021-07-19,AY.29
EPI_ISL_4710706,wastewater_or_cell_passaged,2021-07-21,AY.29
EPI_ISL_4710708,wastewater_or_cell_passaged,2021-07-25,AY.29.1
EPI_ISL_4710709,wastewater_or_cell_passaged,2021-07-26,AY.29.1
EPI_ISL_4710711,wastewater_or_cell_passaged,2021-07-26,AY.29.1
EPI_ISL_4710712,wastewater_or_cell_passaged,2021-07-26,AY.29.1
EPI_ISL_4710715,wastewater_or_cell_passaged,2021-07-31,AY.29
EPI_ISL_4710717,wastewater_or_cell_passaged,2021-07-27,AY.29
EPI_ISL_4710718,wastewater_or_cell_passaged,2021-07-26,AY.29
EPI_ISL_4710720,wastewater_or_cell_passaged,2021-07-29,AY.29.1
EPI_ISL_4710723,wastewater_or_cell_passaged,2021-07-31,AY.29
EPI_ISL_4710724,wastewater_or_cell_passaged,2021-07-31,AY.29
EPI_ISL_4710726,wastewater_or_cell_passaged,2021-08-02,AY.29
EPI_ISL_4710727,wastewater_or_cell_passaged,2021-08-05,AY.29
EPI_ISL_4710731,wastewater_or_cell_passaged,2021-08-01,AY.29
EPI_ISL_4710734,wastewater_or_cell_passaged,2021-08-04,AY.29
EPI_ISL_4710737,wastewater_or_cell_passaged,2021-07-30,AY.29
EPI_ISL_4710738,wastewater_or_cell_passaged,2021-07-26,AY.29
EPI_ISL_4710740,wastewater_or_cell_passaged,2021-08-04,AY.29
EPI_ISL_4710741,wastewater_or_cell_passaged,2021-08-06,AY.29
EPI_ISL_4710744,wastewater_or_cell_passaged,2021-07-27,AY.29
EPI_ISL_4710746,wastewater_or_cell_passaged,2021-08-02,AY.29
EPI_ISL_4710748,wastewater_or_cell_passaged,2021-07-31,AY.29
EPI_ISL_4710749,wastewater_or_cell_passaged,2021-08-05,AY.29
EPI_ISL_4710752,wastewater_or_cell_passaged,2021-08-07,AY.29.1
EPI_ISL_4710755,wastewater_or_cell_passaged,2021-08-04,AY.29
EPI_ISL_4710758,wastewater_or_cell_passaged,2021-08-04,AY.29
EPI_ISL_4710759,wastewater_or_cell_passaged,2021-08-08,AY.29
EPI_ISL_4710761,wastewater_or_cell_passaged,2021-08-10,AY.29
EPI_ISL_4710763,wastewater_or_cell_passaged,2021-08-01,B.1.1.7
EPI_ISL_4710764,wastewater_or_cell_passaged,2021-08-02,AY.29
EPI_ISL_4710766,wastewater_or_cell_passaged,2021-08-16,AY.29
EPI_ISL_4710886,wastewater_or_cell_passaged,2021-08-17,AY.29
EPI_ISL_4710888,wastewater_or_cell_passaged,2021-08-17,AY.29
EPI_ISL_4710889,wastewater_or_cell_passaged,2021-06-15,AY.75.3
EPI_ISL_4710891,wastewater_or_cell_passaged,2021-04-10,B.1.1.7
EPI_ISL_4710892,wastewater_or_cell_passaged,2021-06-24,B.1.1.7
EPI_ISL_4847176,wastewater_or_cell_passaged,2021-07-09,B.1.617.2
EPI_ISL_4890147,wastewater_or_cell_passaged,2021-08-11,B.1.621
EPI_ISL_4926371,wastewater_or_cell_passaged,2020-07-25,B.1.402
EPI_ISL_4926374,wastewater_or_cell_passaged,2020-07-31,B.1.1.291
EPI_ISL_4929525,wastewater_or_cell_passaged,2021-03-26,R.1
EPI_ISL_4930839,wastewater_or_cell_passaged,2021-03-26,R.1
EPI_ISL_4931056,wastewater_or_cell_passaged,2021-04-09,B.1.1.7
EPI_ISL_4931846,wastewater_or_cell_passaged,2021-04-21,B.1.1.7
EPI_ISL_4932136,wastewater_or_cell_passaged,2020-05-14,A
EPI_ISL_4932550,wastewater_or_cell_passaged,2020-06-19,B.1.1.284
EPI_ISL_4932712,wastewater_or_cell_passaged,2020-07-01,B.1.1.284
